,Unnamed: 0,Match Datetime,Match Type,Team name,sc_ra,sc_ca,sc_la,scaled midfield,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,Midfielder_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,Midfielder_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
96,91.0,2023-07-21 20:00:00,Match 9 in round I of World Cup,Palestine,12.113609407369784,13.301218172798194,11.401044148112739,8.68197006370484,7.0,18.5,19.25,18.25,12.75,14.0,12.0,10.5,8.75,Counter-attacks,20,12.5,-70,1.1,1,4,3.0,3,,A,Perú,14.0,14.25,16.25,18.0,12.25,14.0,13.5,11.5,9.0,(no tactic),0.0,15.5,0.0,2.5,4,2.0,5.0,3.0,,H,WC1,Per,2023-07-21,4-3.0-3,2.0-5.0-3.0,CA,84,8.68197006370484
97,92.0,2023-07-14 20:00:00,Match 8 in round I of World Cup,Palestine,11.254289916676727,12.212101824479001,12.691007778380138,12.942267383606836,15.25,15.25,15.0,15.75,11.75,12.75,13.25,10.5,8.25,(no tactic),0,12.5,0,1.8,2,3,5.0,2,,H,Sverige,15.25,15.25,14.75,16.0,13.0,13.25,13.5,11.5,9.0,(no tactic),0.0,13.0,0.0,2.1,2,3.0,5.0,2.0,,A,WC1,Sve,2023-07-14,3-5.0-2,3.0-5.0-2.0,N,84,12.942267383606836
98,93.0,2023-07-07 20:00:00,Match 7 in round I of World Cup,Palestine,13.071162344985582,9.198225353878742,5.56734692471608,11.435168979809232,9.25,19.25,19.0,18.25,13.5,9.5,5.75,10.25,7.75,Counter-attacks,17,9.5,-100,0.4,0,4,4.0,2,,A,South Africa,7.5,28.0,29.25,26.0,8.75,5.5,12.5,12.75,7.75,Counter-attacks,22.0,13.0,-100.0,0.7,0,5.0,4.0,1.0,,H,WC1,Sou,2023-07-07,4-4.0-2,5.0-4.0-1.0,CA,84,11.435168979809232
99,94.0,2023-06-30 20:00:00,Match 6 in round I of World Cup,Palestine,11.734166187744153,7.42365615959324,11.015747849719002,11.412535338361012,13.5,18.25,17.75,16.75,12.25,7.75,11.5,9.75,7.5,Play creatively,18,10.5,-100,1.1,2,4,4.0,2,,H,Moçambique,14.5,18.0,18.0,13.0,10.25,12.25,10.0,13.25,10.5,Play creatively,25.0,27.75,-20.0,2.2,4,3.0,5.0,2.0,,A,WC1,Moç,2023-06-30,4-4.0-2,3.0-5.0-2.0,PC,84,11.412535338361012
100,95.0,2023-06-23 20:00:00,Match 5 in round I of World Cup,Palestine,13.359182063619452,12.643511595925553,12.40495477336092,10.40911887310523,8.5,18.25,19.75,18.5,14.0,13.25,13.0,11.25,8.25,Counter-attacks,17,12.5,-50,0.7,1,4,3.0,3,,A,England,10.75,21.25,18.25,21.5,16.75,14.25,16.75,13.0,9.75,Counter-attacks,19.0,14.5,30.0,1.9,2,4.0,4.0,2.0,,H,WC1,Eng,2023-06-23,4-3.0-3,4.0-4.0-2.0,CA,84,10.40911887310523
101,96.0,2023-06-16 20:00:00,Match 4 in round I of World Cup,Palestine,14.494808762499428,14.970048394056787,11.880990788933957,12.958563764495151,15.5,15.25,15.0,13.75,15.25,15.75,12.5,11.5,8.75,(no tactic),0,12.0,0,1.4,2,3,4.0,3,,H,Perú,10.0,24.0,25.0,22.0,11.25,10.0,9.0,12.25,9.0,Counter-attacks,18.0,15.5,-100.0,1.1,3,4.0,4.0,2.0,,A,WC1,Per,2023-06-16,3-4.0-3,4.0-4.0-2.0,N,84,12.958563764495151
102,97.0,2023-06-09 20:00:00,Match 3 in round I of World Cup,Palestine,9.522511320804613,8.825742199770131,9.522511320804613,15.802747266748893,13.25,19.25,21.0,19.25,10.25,9.5,10.25,11.75,8.0,Pressing,12,13.25,-100,0.5,1,3,5.0,2,,A,Sverige,13.5,17.25,16.5,17.25,14.25,14.25,15.0,11.75,9.25,(no tactic),0.0,12.5,0.0,1.2,3,3.0,5.0,2.0,,H,WC1,Sve,2023-06-09,3-5.0-2,3.0-5.0-2.0,Pr,84,15.802747266748893
103,98.0,2023-06-05 20:00:00,Match 2 in round I of World Cup,Palestine,12.814115829566568,11.153026740548679,13.288712712143106,13.61447844519649,12.5,18.0,18.0,17.0,13.5,11.75,14.0,12.0,8.25,(no tactic),0,12.0,0,1.2,1,3,5.0,2,,H,South Africa,9.0,19.5,21.75,18.5,13.5,12.25,14.5,12.5,9.5,Counter-attacks,18.0,14.5,-20.0,1.5,0,4.0,4.0,2.0,,A,WC1,Sou,2023-06-05,3-5.0-2,4.0-4.0-2.0,N,84,13.61447844519649
104,99.0,2023-06-02 20:00:00,Match 1 in round I of World Cup,Palestine,7.905318359487362,5.347715360829686,7.6728089959730275,14.833364535775578,10.25,22.25,26.5,22.25,8.5,5.75,8.25,11.75,7.0,Pressing,13,12.75,-100,0.2,0,4,5.0,1,,A,Moçambique,11.75,17.5,18.0,17.0,10.75,13.25,15.0,13.5,10.75,(no tactic),0.0,25.75,70.0,0.8,1,3.0,5.0,2.0,,H,WC1,Moç,2023-06-02,4-5.0-1,3.0-5.0-2.0,Pr,84,14.833364535775578
105,100.0,2023-05-26 20:00:00,Friendly match,Palestine,,,,,8.5,8.25,11.25,14.0,10.5,14.25,12.0,7.5,6.25,(no tactic),0,6.75,0,1.2,2,2,5.0,3,,H,Sri Lanka,6.75,17.5,20.0,18.0,11.5,10.75,11.0,10.0,7.0,Counter-attacks,17.0,8.25,-40.0,2.3,2,4.0,4.0,2.0,,A,F,Sri,2023-05-26,2-5.0-3,4.0-4.0-2.0,N,84,
106,101.0,2023-05-19 20:00:00,Friendly match,Palestine,,,,,7.5,9.25,13.0,16.25,8.0,11.5,9.5,7.75,6.0,(no tactic),0,7.0,0,4.0,5,2,5.0,3,,H,Dhivehi Raajje,4.75,12.25,10.75,9.75,10.25,10.75,8.25,8.5,6.25,Play creatively,18.0,8.0,0.0,1.1,0,2.0,5.0,3.0,,A,F,Dhi,2023-05-19,2-5.0-3,2.0-5.0-3.0,N,84,
107,102.0,2023-05-12 12:00:00,Round 10 in Asia and Oceania Cup,Palestine,12.056070090263633,12.287917591999472,13.215307598942829,13.147862550734557,13.0,17.25,18.0,17.0,13.0,13.25,14.25,11.75,8.25,(no tactic),0,15.0,0,1.0,0,3,5.0,2,,H,Azerbaycan,9.0,21.5,23.75,21.25,13.75,14.0,14.0,12.25,9.0,Counter-attacks,19.0,25.0,-100.0,1.5,1,4.0,4.0,2.0,,A,CC,Aze,2023-05-12,3-5.0-2,4.0-4.0-2.0,N,84,13.147862550734557
108,103.0,2023-05-05 12:00:00,Round 9 in Asia and Oceania Cup,Palestine,10.785908616418334,12.896195084848008,14.303052730467792,15.856742640064743,16.0,15.5,17.0,16.5,11.5,13.75,15.25,11.25,8.25,(no tactic),0,13.5,0,3.0,4,3,5.0,2,,A,Kazakhstan,16.75,8.5,11.25,10.25,10.75,19.0,14.5,9.5,9.0,Attack in the Middle,22.0,12.5,100.0,2.7,3,2.0,5.0,3.0,,H,CC,Kaz,2023-05-05,3-5.0-2,2.0-5.0-3.0,N,84,15.856742640064743
109,104.0,2023-04-28 12:00:00,Round 8 in Asia and Oceania Cup,Palestine,13.411499594074458,6.823394530318584,6.823394530318584,11.303532195356455,9.75,20.25,24.0,22.75,14.25,7.25,7.25,12.25,8.25,Counter-attacks,21,14.0,-100,1.4,1,4,3.0,3,,A,Ozbekiston,17.5,14.0,12.5,11.25,16.0,20.25,14.0,9.75,8.5,(no tactic),0.0,13.25,100.0,2.5,1,3.0,5.0,2.0,,H,CC,Ozb,2023-04-28,4-3.0-3,3.0-5.0-2.0,CA,84,11.303532195356455
110,105.0,2023-04-21 12:00:00,Round 7 in Asia and Oceania Cup,Palestine,11.651792557706976,10.486613301936279,11.185720855398698,8.835938256168516,8.75,20.75,23.25,20.75,12.5,11.25,12.0,12.0,8.75,Counter-attacks,20,15.5,-100,0.9,2,4,3.0,3,,H,India,10.25,21.25,23.25,20.75,12.75,11.75,11.75,11.5,8.5,Counter-attacks,18.0,17.0,-100.0,1.0,3,4.0,4.0,2.0,,A,CC,Ind,2023-04-21,4-3.0-3,4.0-4.0-2.0,CA,84,8.835938256168516
111,106.0,2023-04-14 12:00:00,Round 6 in Asia and Oceania Cup,Palestine,16.670323501214845,15.33669762111766,6.445858420469741,13.108617608475955,13.25,19.25,16.5,8.0,18.75,17.25,7.25,11.5,9.25,(no tactic),0,16.5,0,1.5,2,3,4.0,3,,A,United Arab Emirates,16.75,18.25,18.5,18.25,11.25,10.75,12.25,11.75,8.25,(no tactic),0.0,20.0,0.0,2.7,5,3.0,5.0,2.0,,H,CC,Uni,2023-04-14,3-4.0-3,3.0-5.0-2.0,N,84,13.108617608475955
112,107.0,2023-04-07 12:00:00,Round 5 in Asia and Oceania Cup,Palestine,11.185397623399131,11.400501423849114,11.400501423849114,15.265534060660217,13.25,16.0,18.75,14.0,13.0,13.25,13.25,12.0,9.25,(no tactic),0,16.5,-60,1.8,1,3,5.0,2,,A,Azerbaycan,12.75,15.75,15.25,14.0,19.5,18.75,8.75,11.25,9.5,(no tactic),0.0,22.75,40.0,1.7,2,3.0,4.0,3.0,,H,CC,Aze,2023-04-07,3-5.0-2,3.0-4.0-3.0,N,84,15.265534060660217
113,108.0,2023-04-03 12:00:00,Round 4 in Asia and Oceania Cup,Palestine,10.968417545779538,10.529680843948356,10.968417545779538,13.68890143585479,17.0,17.5,19.25,17.75,12.5,12.0,12.5,11.5,8.25,(no tactic),0,15.0,-40,3.4,3,3,5.0,2,,H,Kazakhstan,17.5,7.5,12.5,8.25,8.75,19.0,11.0,9.75,9.0,Attack in the Middle,22.0,13.25,100.0,2.5,1,2.0,5.0,3.0,,A,CC,Kaz,2023-04-03,3-5.0-2,2.0-5.0-3.0,N,84,13.68890143585479
114,109.0,2023-03-31 12:00:00,Round 3 in Asia and Oceania Cup,Palestine,10.735310432480698,8.946092027067248,10.288005831127336,10.69387185054918,10.75,20.0,23.75,20.5,12.0,10.0,11.5,11.5,8.0,Counter-attacks,19,14.0,-100,0.7,1,4,4.0,2,,H,Ozbekiston,9.75,22.0,23.25,20.75,10.25,12.5,13.25,10.75,7.5,Counter-attacks,18.0,14.5,-80.0,0.9,0,4.0,4.0,2.0,,A,CC,Ozb,2023-03-31,4-4.0-2,4.0-4.0-2.0,CA,84,10.69387185054918
115,110.0,2023-03-27 12:00:00,Round 2 in Asia and Oceania Cup,Palestine,14.122731662490862,7.9725098094706475,8.428081798583255,10.772962528359884,8.25,20.5,22.5,20.0,15.5,8.75,9.25,11.25,7.75,Counter-attacks,19,14.0,-100,0.9,1,4,3.0,3,,A,India,9.75,19.75,22.25,21.25,13.5,12.25,13.0,12.0,9.0,Counter-attacks,19.0,15.25,-40.0,1.3,0,4.0,4.0,2.0,,H,CC,Ind,2023-03-27,4-3.0-3,4.0-4.0-2.0,CA,84,10.772962528359884
116,111.0,2023-03-24 12:00:00,Round 1 in Asia and Oceania Cup,Palestine,10.927940085173708,12.322996266259713,10.927940085173708,12.975797629214867,10.75,16.5,17.75,16.75,11.75,13.25,11.75,11.25,8.25,(no tactic),0,13.75,-50,1.2,1,3,5.0,2,,H,United Arab Emirates,10.5,16.25,17.0,17.25,12.25,13.25,13.5,11.5,8.5,(no tactic),0.0,19.75,0.0,1.4,0,3.0,5.0,2.0,,A,CC,Uni,2023-03-24,3-5.0-2,3.0-5.0-2.0,N,84,12.975797629214867
117,112.0,2023-03-17 20:00:00,Friendly match,Palestine,,,,,6.5,10.5,9.0,7.75,15.0,18.0,11.0,7.0,6.75,(no tactic),0,7.5,100,1.6,0,2,5.0,3,,A,Belize,5.75,18.75,23.75,18.75,2.5,5.25,10.25,9.5,6.0,Counter-attacks,16.0,7.25,-100.0,1.4,1,5.0,4.0,1.0,,H,F,Bel,2023-03-17,2-5.0-3,5.0-4.0-1.0,N,84,
118,113.0,2023-03-10 20:00:00,Friendly match,Palestine,,,,,9.25,18.25,21.0,19.5,5.0,6.25,14.75,9.25,6.25,Pressing,9,10.25,-100,0.4,0,5,3.0,2,,H,Norge,11.5,18.25,16.25,15.25,13.25,13.5,12.75,11.25,7.25,(no tactic),0.0,9.75,0.0,1.2,1,3.0,5.0,2.0,,A,F,Nor,2023-03-10,5-3.0-2,3.0-5.0-2.0,Pr,84,
